catagory,action-link-href,name,company,rate,privacy-policy-link-href
Education & reference,https://assistant.google.com/services/a/uid/000000a765cb3ee0,Cryptography and Wireless Security,Ravi Jain,5,https://docs.google.com/document/d/1Pf2OVIhfuAce28qdJKjxTzjxPvWzIUILlQvcvSmIbL4/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/000000060a08d165,Travelers Phrases,Mariano Jose Infante,4.5,https://docs.google.com/document/d/1PH7ROwPl10o_7cq74HcqyRL-tpRX5sUjqZBuu9l43OM/edit?usp=sharing
Music & audio,https://assistant.google.com/services/a/uid/000000ddd1393031,RadioMv,RadioMv,5,https://docs.google.com/document/d/1pjAn51nI8RO6UdDYgDmH2DT9vnz6N47S-ekszCvzRsQ/edit?usp=sharing
Local,https://assistant.google.com/services/a/uid/000000beb4238590,Ritika Stitching,Vipin Sharma,5,https://docs.google.com/document/d/1pjQ_ByM6saBNWsLwxtJ8N2uyso6bqpMFEJS-1Gltvvw/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/00000011cfd62e6f,Quiz Cricket,Professor Cricket,0,https://docs.google.com/document/d/1PlnfLPdOvnfrlGNro4cyqmCWOuD7-ySJixXobntGts0/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/000000288cbbba6e,Bihar log,Aniket Sriwastva,4.8,https://docs.google.com/document/d/1pNhOVex5kkWCuFuqYOIPKo2y8EMQgQJQfU61jaUoNlY/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/000000e4bb779edc,Mr. Special Motivation,Mariano Infante,0,https://docs.google.com/document/d/1pNQus5SjUgzEYEc5UvnP7IA19mOQV53o6OMJWpG5NIU/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/00000002e566b37c,Digital Time,,5,https://docs.google.com/document/d/1PnRQ7G5hbig2nuSL2SubUtoOdGaLDPJpO4YVgNz2TXM/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/0000008b04d94fc1,Virat Kohli Question,Abhishek Choudhary,5,https://docs.google.com/document/d/1pO9p-VNQ8gyzJlf5MVxYx3pA_sU02uNaSMXyNF5K7NQ/edit?usp=sharing
Smart home,https://assistant.google.com/services/a/uid/000000a214ea49f2,Ohmie Home,,0,https://docs.google.com/document/d/1ppRYuxo-Yi0ur6uzZt0kCWIORnSW_x8T4GL8dYoxtE4/edit?usp=sharing
Health & fitness,https://assistant.google.com/services/a/uid/000000c4a5d70558,Fitness Trainer,Raghav Gupta,5,https://docs.google.com/document/d/1Pq3lmMjkpUUyFqLSPjZ-kszHAS8lL4N6QO9lmtP_jfs/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/00000067b3731f40,Non techno GK QUIZ,Aishwary,4.9,https://docs.google.com/document/d/1Pt50fLzVc1BYjEJYEUg8Px_YaRdObfBA_l39lHUy9hI/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/00000067577d59b0,Baseball Scores,Dustin Coates,4.4,https://docs.google.com/document/d/1Px1dZDf3Gp4avBvGMaOrIaJSihyDI9_6cMl2j300sUQ/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/0000000c01e88aa9,DotaTracker,Jags,4,https://docs.google.com/document/d/1PX3gMG973Lnu4lja51Y63rFvDUGT4gz4jINJ73OJNbc
Education & reference,https://assistant.google.com/services/a/uid/0000000d551476bb,DS Trivia,Aman Kumar,5,https://docs.google.com/document/d/1Q_RqGTh5iR0IsyQvMEZ8dW3ncHmizZmvGK2NuI-rLyw/edit?usp=sharing
Smart home,https://assistant.google.com/services/a/uid/0000001062c505b6,Smart Fish,LiangBoHan,4.5,https://docs.google.com/document/d/1Q0BxFS-Ewwmw75rmDLCbwVHrb27CRbTQaFwqLclDQGg/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/00000036aed35484,Chicken Recipes,M Vignesh,0,https://docs.google.com/document/d/1q0PEUEvavIdTPEEDMQzCiILtOrSuIkJ4ZgQSfUF6V_o/edit?usp=sharing
Weather,https://assistant.google.com/services/a/uid/0000002eb7cc539b,California Surf Report,Avril Dunleavy,4,https://docs.google.com/document/d/1q1fLxwDMfds07YUAbZDujzBoA1hyDXFtK2j9J78eGHU/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/0000000c465a321d,CyberSecurity Quiz,Jay Nagar,4.9,https://docs.google.com/document/d/1Q9XQAAVe8-Dg4q-ipS8eSqyUDKwv6tp4rnQTBaRcNB0/edit?usp=sharing
Music & audio,https://assistant.google.com/services/a/uid/000000c0da1cef8f,fireplace sound,injihada,3.7,https://docs.google.com/document/d/1qA3JMj0bCUhTVreyKFYO50h7wZ4PJEutQG1i7bVGuj4
Weather,https://assistant.google.com/services/a/uid/000000ee5bb066d8,Weather Info,Shubham Nikam,4,https://docs.google.com/document/d/1QbEjNoVk3g39VSheCYK42XwHmMBdJGpDq3mAL-GoHpA/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/00000052c26da712,The Indian motherland,,5,https://docs.google.com/document/d/1QeSN60WkW3EGkfob8I1HJ_5MrLnt-jI6z4-GYiWtxzw/edit?usp=sharing
Travel & transportation,https://assistant.google.com/services/a/uid/0000006f4c85d7e8,Amazing Amsterdam,,0,https://docs.google.com/document/d/1qhIQhSqS0NwRebxox_KvsY-UtLhF4Ky613NQW4ihvIA/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/00000032b1c41f9e,Bite The Burger,Muhammad Awais,5,https://docs.google.com/document/d/1qJV0BZlxmsCF3LBF9mUmwORbQuM4OjV5FADM6PcJDTg/edit?usp=sharing
Kids & family,https://assistant.google.com/services/a/uid/0000001fe39852b1,Popeye the Sailor Man facts,Himanshu Sharma,0,https://docs.google.com/document/d/1Qlwz9QpfJDUMO7fsZX-egH8JaO12EOo3edKIk4kWYV4/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/000000077f9c55f7,knowledge about sportperson,,0,https://docs.google.com/document/d/1QNCP6bNXxjIxRLiay_rLfSYH9tdp9LHGWvFyLnr561k/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/000000bf93522790,cricket coach,Ravi Chandra,4.8,https://docs.google.com/document/d/1QpiMExSKowhsRXEhRkqlcXg80EQZ590UKQT_Y2lzEag/edit?usp=sharing
Shopping,https://assistant.google.com/services/a/uid/0000002e8a08c2da,Shopper List,Shubham Patra,5,https://docs.google.com/document/d/1qSMSbc3t-kzPVjaoCMECck4SrVq-FyAdZgJxLW1ru2g/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/000000eef7b3447d,Movie Quotes Quiz,chrisb10,4,https://docs.google.com/document/d/1qTYNVNvGqj3Mruhof_agSQjfch4osbY9TnCzITr6kxE/edit?usp=sharing
Health & fitness,https://assistant.google.com/services/a/uid/000000267825493b,yoga teacher,,4.1,https://docs.google.com/document/d/1qu2MnmKuaZ2nxoWtpWG-uPGvM0J0sqnaBJPpuZgbcRM/edit?usp=sharing
Travel & transportation,https://assistant.google.com/services/a/uid/0000005187e82d44,Trip Assistor,,4.5,https://docs.google.com/document/d/1QuV8QIe_Lf7gdZNbCHLdmqSEtPEgC-sq0FcRw9IdLnc/edit
Health & fitness,https://assistant.google.com/services/a/uid/000000012fa50743,My Gym Trainer,,4.7,https://docs.google.com/document/d/1QuV8QIe_Lf7gdZNbCHLdmqSEtPEgC-sq0FcRw9IdLnc/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/00000023dbe5634a,My Recipe Finder,,3,https://docs.google.com/document/d/1QuV8QIe_Lf7gdZNbCHLdmqSEtPEgC-sq0FcRw9IdLnc/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/0000007432ac90f6,The Lunch Lady,Brookline Software,0,https://docs.google.com/document/d/1Qv-6knnCEj-llnAfz78nPR5lo8VHuZt4P500K93iu0E/edit?usp=sharing
Health & fitness,https://assistant.google.com/services/a/uid/00000057a986eb7f,Breast Augmentation Edinburg,,0,https://docs.google.com/document/d/1QwC_PpVPJAMMKm6FuXDUM1w1TI1wQQ3s6TQpFP2crJw/edit?usp=sharing
Music & audio,https://assistant.google.com/services/a/uid/0000007dd2e1069f,Ambient Woodstock Chimes,Woodstock Chimes,4.8,https://docs.google.com/document/d/1Qyi2Cnw2tZ0-UB9DvOMBJCnFUVEnhNHdoyotK0qA_94/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/00000058f29109ab,Food Decider,AtesX Team,5,https://docs.google.com/document/d/1r_7rZgxO3vsPloa2sZL3hgEsHTYgiwSPPZ28rusxQLo/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/000000c672234c96,Quiz on food,Bharath Cheedella,5,https://docs.google.com/document/d/1R15Srskubjuw7ZTK3J4BUbuVOo-RgI3-WIrG_TvzprE/edit?usp=sharing
Arts & lifestyle,https://assistant.google.com/services/a/uid/0000000fbee9d758,Biggest Spectacle,Zahoor Ali,5,https://docs.google.com/document/d/1R1ZxSao_dUeJcBz2E3Nv894YuetHtKL4NwFMRUlMh4k
Education & reference,https://assistant.google.com/services/a/uid/0000003615ded586,Etymology Dictionary,SamVK,5,https://docs.google.com/document/d/1R2LcjJ5xhTCkq0K7t2zTH_WB7opVkSTbU7e2Fiycw5g
Sports,https://assistant.google.com/services/a/uid/00000095be0fb626,IPL KNOWLEDGE QUIZ,Bhavesh Patil,0,https://docs.google.com/document/d/1R3zGaYRe7W3tyQKavvx7RZY1xrJCHZSpD3LhQlmNdxU/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/0000007e0bc4bca1,Java instructor,Vishal Parashar,4.2,https://docs.google.com/document/d/1r4DxrzIYrSjh53HD7Ew0yFe0PsWznkyXmpmhwdFWL9A/edit?usp=sharing
Local,https://assistant.google.com/services/a/uid/0000003b8936db97,Electric Rates,,0,https://docs.google.com/document/d/1R4jNgnFM6_R8Q47oivUAaXaYDxinFtFBC7dOPTDY4cw/edit?usp=sharing
Weather,https://assistant.google.com/services/a/uid/000000e97c3f16a5,Weather in Czech Republic,Lukáš Novák,5,https://docs.google.com/document/d/1R8jfzRGTR2c045Cz7MlyzYM-gS49y4IOl9nxHT_htZs/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/000000c0237ccd9e,Facts about Diwali,Deep Ranjan,5,https://docs.google.com/document/d/1raEwBf8URx0c_2IqqP3hh4leX0zEEg5u_1axpyPpsNI/edit?usp=sharing
Kids & family,https://assistant.google.com/services/a/uid/000000743be1a7d3,Choose Your Adventure,,5,https://docs.google.com/document/d/1RB2gywJjbei54RTWhW9WAe1lRpJkkbcHO4huwdSJA-8/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/0000008048a506db,mr nd,ND creation,0,https://docs.google.com/document/d/1rBkkPByMFl2Tm9A5YFpHbt-ikn5gQzfy6XUYkFau2tY/edit
Games & fun,https://assistant.google.com/services/a/uid/0000004c98e0dbed,friends quotes,,4.9,https://docs.google.com/document/d/1rCJvCwmajFvgJTwQ1ooLa9iLYtqccMxtxlUZopRL780/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/000000ea5141dd2b,cricket fantasy quiz,Ajay Jaat,5,https://docs.google.com/document/d/1RFlCCiGEO7unsoiucMd5l9XSIF_JV4311bYMCNLFKEQ/edit?usp=sharing
Travel & transportation,https://assistant.google.com/services/a/uid/000000a93e291d83,train on voice,,5,https://docs.google.com/document/d/1RhlQITQgBYjnbURUsiUOX8uuRYf0Id0em4-LI8YLK3Y/edit?usp=sharing
Music & audio,https://assistant.google.com/services/a/uid/000000cc6e0a8193,Weather sounds,Sachin nelwade,4,https://docs.google.com/document/d/1RmGdtkW4GGWvTL-VPt4ZLgHpPaLsZZPowz0q-3tO9xs/edit?usp=sharing
Travel & transportation,https://assistant.google.com/services/a/uid/00000086ae02cef2,Discover India,kamal garg,5,https://docs.google.com/document/d/1rPOR9-Eqm4HNl-vjPGfmDcqvZr9HH14H1k5l-GOP-08/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/00000068a2de5d1c,tipsy canteen,Ranjeet Singh Sahni,5,https://docs.google.com/document/d/1rqjYUZdT4ffxL7PGOeZD3qJb8yDeAI1RA6979GpNLYs/edit?usp=sharing
Kids & family,https://assistant.google.com/services/a/uid/000000e882e02329,Pokemon Maniac,Shoili Chowdhury,0,https://docs.google.com/document/d/1rSMTYsuvRpYPRecoeVfeoDhj52YE1CsyroCCRi2neu4/edit?usp=sharing
Communication & social,https://assistant.google.com/services/a/uid/000000a38b8ab11b,Mr. Message,OHD,4,https://docs.google.com/document/d/1rU_yA6Gd_kPGsRVfB1Be-yvQ3crW0J4iGjsYxyaoJkI/edit?usp=sharing
Travel & transportation,https://assistant.google.com/services/a/uid/00000051fd74792b,Track My Bus,Ryan Driscoll,4.6,https://docs.google.com/document/d/1rVBX2stA2mORkXsMszF2ziKMSb6xqeyFi8mGZz-B0OU/edit?usp=sharing
Kids & family,https://assistant.google.com/services/a/uid/0000001bcc100916,curious woodpecker,,3.4,https://docs.google.com/document/d/1rvhKzHLHlUw0LeSWPE3SugFRWVBTPFpzTm1CxVreObU/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/0000006338d73681,Geeky Techy,Gangadhar DN,4.9,https://docs.google.com/document/d/1rwK64IPT60rX2gZJfWHQq2m6i2mzotvd0YPBXCUgWHw/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/000000e164b8982f,Dean The Coder,Wyre Corp,0,https://docs.google.com/document/d/1rWLbwoXaNvF4TiTw96j-f2FzjlL2IgJs5TbTau2HKY4/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/000000fe3599b792,daily joke,Su,0,https://docs.google.com/document/d/1RyBJX09Z2qxMh23IwXZM8ebcB57NjtOKsGpJ5PXuMHo/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/000000eb553cd963,The World of Fanpires,Saniya Arora,5,https://docs.google.com/document/d/1s_-8iB6vud5nE2d1l1k4F_wFV1aV3Yh_Vfd1MY--0Y8/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/00000056b94a7c75,Peruvian Earthquakes,Tohure Soryūshon,5,https://docs.google.com/document/d/1S2zDQ_kNAxoEEdfBtyi3tcwy1HU-pueXdwdJKsIfH5A/edit?usp=sharing
Productivity,https://assistant.google.com/services/a/uid/000000b526708385,Off The Clock,Andrew Van Haasteren and Wil Geyer,1.7,https://docs.google.com/document/d/1S5F5SYYvtpaHYzsgeWXoR-HcgqV5CW4nDcsmIi4LpsQ/edit?usp=sharing
Travel & transportation,https://assistant.google.com/services/a/uid/00000050a0588fd9,Bike City,Tal Kirshboim,3.2,https://docs.google.com/document/d/1sAruiE0KO3eBEzRaHnm9nsyqdlww_CklFCwWXRf2CJE/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/000000dfed06c8bf,Science Geek,Nipun Varshney,5,https://docs.google.com/document/d/1SDesjm1wYMfxujmiQ9P9Go6NCCTRIY-iNuh9stG7h8k/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/00000048139984a1,BigData Quiz,Rishabh Jain,4.7,https://docs.google.com/document/d/1SJma1R1PdYgszg39U7eXwxuVxQd6KECMUJ3ZpSl7xz8/edit?usp=sharing
"Movies, photos & TV",https://assistant.google.com/services/a/uid/0000001ba4d647a8,Trivia on How I Met Your Mother,Suchitra Agrawal,5,https://docs.google.com/document/d/1sjmGyOW1MuPq1lZOkNMHu2Cg1nSAXjj1EXDHQWu39_4/edit?usp=sharing
News & magazines,https://assistant.google.com/services/a/uid/0000007651177504,Project Rhapsody,Paperlit SpA,3.7,https://docs.google.com/document/d/1SM4ebR4gfy4owVJznFtJ2Jcsbq8bck8_3lGcckxlqUA
Local,https://assistant.google.com/services/a/uid/000000205d978306,Cleaning Crew,,3.4,https://docs.google.com/document/d/1sMpxYfpbbx21JvwghgF_05e2R-yWlUl2Gv-xVgA_Auo/edit?usp=sharing
Business & finance,https://assistant.google.com/services/a/uid/000000440df4eb30,I Need A Budget,Stockx IT BVBA,3.9,https://docs.google.com/document/d/1sm-wRZRRJ3G_CRJBgq8vo-WGx4v0M2sEV5Y1alGlqDQ/edit?usp=sharing
Business & finance,https://assistant.google.com/services/a/uid/000000c36933c428,Crypto Manager,Emanuele Ricci,4,https://docs.google.com/document/d/1SOQsmrSeK3sjuLeTA5S__qSgqPheNVRrehsW8pAbsLM/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/00000007e979f8c2,Avatar Quotes,Prathap S S,4.7,https://docs.google.com/document/d/1SPj5oF5EDQEVvbwO_Fgbfsnd689FmVsoDNWvwaBSCZE/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/0000001e0a31236f,Thapar Mess Menu,Lavish Thakkar,0,https://docs.google.com/document/d/1SW4l6ze9SZSVDtG4iHdbuGTQjsvkgi1dleERvJwzzB8/edit?usp=sharing
"Movies, photos & TV",https://assistant.google.com/services/a/uid/00000006a48fd5c9,suggest me a movie,,5,https://docs.google.com/document/d/1swLAQTC5D7gRyXL7jboK2r_fRoMWok1rUnFpH2Fc5HM/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/0000005b0c44610d,Money Quotes,,0,https://docs.google.com/document/d/1sWTBE39P-92ICRWkLdeHcFhFyfN75SmDfd7iL7n1I8c/edit?usp=sharing
Productivity,https://assistant.google.com/services/a/uid/000000c1a6473f2d,DailyGithub,Ephraim Kunz,4.2,https://docs.google.com/document/d/1T3If2lwcAz2UJuAy0WE5UqB-6Sd0Fv6HBGe9oR7T2Z8/edit#
Music & audio,https://assistant.google.com/services/a/uid/00000065a86c9f35,Sick Flows,,4.1,https://docs.google.com/document/d/1T5W-_Txz4fXyRJa6tiNJKqXkmpJcg2-cy_4_yTavWfE/edit#
Smart home,https://assistant.google.com/services/a/uid/000000524824cf50,Smart Cat,Connectiviot,4,https://docs.google.com/document/d/1T6RoJPaP0m6FTVXxWvMOe0IIvutDMuBpYns34RUf4Kc/pub
"Movies, photos & TV",https://assistant.google.com/services/a/uid/0000006cfdd6d8e9,Movie Array,Mr. Ritik Yadav,5,https://docs.google.com/document/d/1T7HcWZkUNOSTeajWBKbpvWycau1Nkg4rA0oWJu0LrKU/edit?usp=sharing
Arts & lifestyle,https://assistant.google.com/services/a/uid/000000aaed39afa4,Makeup Tips,,5,https://docs.google.com/document/d/1TdXmHuTBPvcFrMPCpRn_1vce5tPkb8scoVWsUHHccK8/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/00000047f57e517d,Scoreline,,2.5,https://docs.google.com/document/d/1tGWk3bStenmr_bo7BCkr-mHohmvHkzktY9JGAec0CKc/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/000000a88108d356,Harry Potter trivia,My company,4,https://docs.google.com/document/d/1tjPnF7k6XAY2MY1jYuoCo9uJb2uIgTC3l301QJqzrec/edit?usp=sharing
Education & reference,https://assistant.google.com/services/a/uid/00000055331a3ad6,Fests of India,Karan Odedara,4.9,https://docs.google.com/document/d/1TKit2Z7VFFOZSWFoNjNOKIKfrGPrD-Twe3BcVFsVxXw/edit?usp=sharing
Weather,https://assistant.google.com/services/a/uid/00000038183bf1fb,The Insight Station,AtesX Team,4.4,https://docs.google.com/document/d/1tOLJZRfW-a5uK60Lq6SRmOsysHJd1zULRBDk-SSxPDs/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/000000da48a6a161,WOW CRICKET,Rahul Khatri,5,https://docs.google.com/document/d/1tq3dr04p6w14PVgtxVPXB9BysvH3wGGOAtaLhSntxRU/edit?usp=sharing
Kids & family,https://assistant.google.com/services/a/uid/0000002f5afddd9c,My Grammar Guru,Anisha Sethi,4,https://docs.google.com/document/d/1TqyXdYgmECxAbMr60eRjm7YEl5VEAc4tx2RV-0glCLg/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/00000063e5b30961,Guide book of national bird,Jaiki,5,https://docs.google.com/document/d/1tsOBCVVc7Jzwfl9AXK1ds3bmcM7B8pLGTF1gs87JgdM/edit?usp=sharing
Productivity,https://assistant.google.com/services/a/uid/0000008f6f46eef7,Remind it,Innovative solutions,1,https://docs.google.com/document/d/1tUWW9qYTO2o3HxldzAvmgPx_kD8AIVBgxt_0fNsjLIU/edit?usp=sharing
"Movies, photos & TV",https://assistant.google.com/services/a/uid/000000f7aa0422df,Hulu Channel Activation on Roku,VO Labs,4.5,https://docs.google.com/document/d/1TUxKOKaj4mDijxqaLh8i_W9PEdKzzac7DE89quSVRhQ/edit?usp=sharing
Productivity,https://assistant.google.com/services/a/uid/000000e5a3065479,Mr. Ford,,2.6,https://docs.google.com/document/d/1TVe05oHgOgBE3tPUJEg7G-2oVxLkHjN5WNdEA6pZ6EM
Local,https://assistant.google.com/services/a/uid/000000c7f0688ab3,Hospital Guide,,5,https://docs.google.com/document/d/1tvXAlbW8YDd-eUc9Auxa4wX1W7vrKZXIo6J74NU1Jw4/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/000000664c52359b,delicious chocolate,Charu,0,https://docs.google.com/document/d/1TY5q2wE3-ssgTpwLLKWO6slX_FmC6p2yp-RrNHajAbc/edit
Health & fitness,https://assistant.google.com/services/a/uid/00000069aca50eac,Which Workout,Four40Four,4.1,https://docs.google.com/document/d/1tYRSS1K6nDNBjljswZdfle28E7_fkCbWfFlmoMrGODI/edit?usp=sharing
Kids & family,https://assistant.google.com/services/a/uid/0000001059caf781,Word Crazy,,0,https://docs.google.com/document/d/1TzjVAwgEXuV0kbLEHN0aH94MgVlO_AgDnnOF78z4ung/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/000000620ddf7e90,this cafe has no name,Dige Grow,5,https://docs.google.com/document/d/1U75ZcTcpAezaSWS_WzeGjCjR7_0nFPPHbOKTDA_ea2M/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/000000ae54524e30,Space Quiz,Rajat Sharma,4.3,https://docs.google.com/document/d/1u9TrQeCgNHNfK_F6ScX6yloOO4CuW3F3Onixhfzudls/edit?usp=sharing
Food & drink,https://assistant.google.com/services/a/uid/00000022a06f2adb,Fox Chapel School Lunch,Pegula,0,https://docs.google.com/document/d/1UaYel9bJkcvBsdAtGG_ntONnJPC_4-aNFtu3hgH96mc/edit?usp=sharing
Shopping,https://assistant.google.com/services/a/uid/0000004e8e935038,super kids,Mobiport Inc,4.4,https://docs.google.com/document/d/1UaYhLEuFro64xx5uAboBhduZp_Yfer4nKdMnT8cmGYM/edit?usp=sharing
Games & fun,https://assistant.google.com/services/a/uid/0000002f793261ed,word Jumblr,Ayush,4.9,https://docs.google.com/document/d/1UBw1xBFn8Rs20x0zbvu7-6olhaXJCr-fPixY5WWa7oY/edit?usp=sharing
Kids & family,https://assistant.google.com/services/a/uid/00000091ae59ea0f,Gk for kids,,0,https://docs.google.com/document/d/1uBzD86V9jkKfxRZG4hcJIPD9Iwkg16IJfDlpZhFxJWE/edit?usp=sharing
Sports,https://assistant.google.com/services/a/uid/000000c981394edb,sports buzz,ujjaval,5,https://docs.google.com/document/d/1-uCrgftCi0CppyxO-dACgOwY3y7Z4JDRvk8zcoeUTdo/edit?usp=sharing
Kids & family,https://assistant.google.com/services/a/uid/000000639388008d,Mr. Calendar,,4.6,https://docs.google.com/document/d/1uDHj6_pwmVPwyrXXo-JJkj_GUrbOaVFapI0UhdjD7JQ/edit?usp=sharing
Kids & family,https://assistant.google.com/services/a/uid/00000004125e1460,All Rounder Quiz,Rajat Sahay,5,https://docs.google.com/document/d/1UfO5HhksRoCwXD9AGkPMLuj4ps4oLsV_e-YN7yDzmOY/edit?usp=sharing
"Movies, photos & TV",https://assistant.google.com/services/a/uid/0000009075886316,Marvel Get Set Go,,5,https://docs.google.com/document/d/1UGB3kzQKgeCnDiIPrP1cjkd771JZMQXIercvbmxFI3k/edit?usp=sharing
